[0, "RT @ACreativeLoser: Are we live @cthagod ? Are we Live? Alright Check it...\n."]
[775, "How the Costumes in 'Magic Mike Live' Were Made to Be Taken Off\n."]
[776, "In a recent controversial study, it has been proved that Taylor Swift haters on average have a lower IQ level than… https://t.co/xCDz10EyW6\n."]
[777, "In love with rihanna, never gone settle for less\n."]
[778, "'Hi love!' says card Taylor Swift sent to college grad https://t.co/oNPM32wVmS Florida woman who invited Taylor Swift to her college ...\n."]
[779, "NOW PLAYING: ZAYN &amp; Taylor Swift -  I Don't Wanna Live Forever  https://t.co/140pbdnStA\n."]
[780, "RT @AdeleUnion: Adele's best red carpet look! The dress, the makeup, and the hair was just right. https://t.co/ePjwlwSRn9\n."]
[781, "🐶A Pitbull puppy is a blessing🐶 See More at 🐶https://t.co/UitNicYfvD🐶 #pitbull #pitbullsofinstagram #pitbulls #pit…… https://t.co/uUo2EinYnL\n."]
[782, "RT @Mankod1: Is Kanye West's power the best musical performance on SNL?\n."]
[783, "#セレーナゴメス LIVE\n."]
[784, "@theoriginaldolI: the video of the girl asking rihanna if she remembers her is still iconic\n."]
[785, "I vote for @BTS_twt for the Top Social Artist #BTSBBMAs\n."]
[786, "How is Beyonce better than Rihanna if B is only played on urban(black) airwaves, but Rihanna is played on black and� https://t.co/xXaXtQgUYS\n."]
[787, "RT @TheShadyFacts: 17 Years ago today Britney Spears released 'oops i did i again' it went number one and had the highest first week sales…\n."]
[788, "I liked a @YouTube video https://t.co/3usla70Pm4 TEXTING MY CRUSH "DESPACITO" JUSTIN BIEBER REMIX LYRICS (texteando letras) | Just\n."]
[789, "@ContrastMagNY: Monica, Beyonc�, LaTavia Roberson and Rihanna are the youngest black females in history to win a GRAMMY Award from the R�\n."]
[790, "pop friendship, synchrony timing, iconic queens like us. https://t.co/7ZQoD8W6Ab\n."]
[791, "RT @officialcharts: .@JustinBieber has scored his 6th UK Number 1 and has replaced himself at the top of the Official Singles Chart https:/…\n."]
[792, "RT @JBItalianCrew2: Video di Justin Bieber che canta #Despacito in live su Instagram.\n."]
[793, "@Animal_Hub: He wears his hea  on his chest. So cute! #dogs #puppies #doglovers #pitbull https://t.co/ReqJwLh3sA\n."]
[794, "as friends. idk but i want to know what rihanna finds compelling about leo. he seems fun enough but more so a man's homebro kind of way\n."]
[795, "New Music: Bruno Mars ft. Gucci Mane – That’s What I Like (Remix) https://t.co/RgeXk1C6ci\n."]
[796, "@feethegoat: @misfitmaree Rihanna did it better ???? https://t.co/EntaFd5S8z\n."]
[797, "I wanna open a dialogue on how great Bruno Mars' music sounds in my car. Like when I say you can hear every instrument....\n."]
[798, "Nicki Minaj - Fly ft. Rihanna #NickiBBMAs  https://t.co/9D9exFa1YI\n."]
[799, "#6 It Ain't Me - Kygo &amp; Selena Gomez (=) *peak: #5*\n."]
[800, "@frenemic: How people call Beyonce overrated and hail Rihanna as the best with the same tongue is still one of the reasons why aliens wo�\n."]
[801, "RT @KomptonMusic: Remember this girl? Well she's now multi Grammy award winning recording artist Adele. Feel old yet? https://t.co/XzEfAQw4…\n."]
[802, "RT @Haileylynn211: Going to see lady Gaga on November 11th😍❤️ I have looked up to her since I was 7❤️🤧🤧 I love you so much @ladygaga ❤️❤️\n."]
[803, "RT @trxyelands: lady gaga - perfect illusion https://t.co/h8eOjw51wR\n."]
[804, "RT @thephillyvoice: Joel Embiid keeps up Rihanna pursuit: 'I’m 7-2, good looking, and women usually like my accent' https://t.co/pmyapTpSlg…\n."]
[805, "I love Britney Spears\n."]
[806, "RT @Camila_Cabello: GUYYS!! So excited to perform "Hey Ma" w @pitbull and @JBALVIN , see you tonight at 8/7c on @MTV! #MTVAwards https://t.…\n."]
[807, "RT @whiteboysdamn: can y'all believe justin bieber invented being effortlessly attractive https://t.co/pHJR5geRXD\n."]
[808, "@Afrominx94: I'll never get over the 'Taylor Swift? Great gowns, beautiful gowns' comment😂😂 https://t.co/d12bYhX0MH\n."]
[809, "RT @WomenatForbes: Meet the 60 richest, most successful Self-Made Women in America: https://t.co/U8eBYmKeBv https://t.co/u2HY7J1EcH\n."]
[810, "@rihanna make it happen love https://t.co/zuyJja2wRZ\n."]
[811, "We sang "As Long As You Love Me" by Justin Bieber😂\n."]
[812, "@cha data: Billboard Hot 100: #39(-3) Love On the Brain, @rihanna [30 weeks]. *peak: #5*\n."]
[813, "such an honor to be on the same stage as @pitbull and @jbalvin i love u guys SO much 😢…\n."]
[814, "@SlayforAday like being friends with Taylor Swift, being the special snowflake of the group etc. They used the grou… https://t.co/1wWNPkw6yX\n."]
[815, "RT @WORLDMUSICAWARD: #Rihanna in new #Chopard ad! 😍👸🏽👑 https://t.co/Pk0J9caoeX\n."]
[816, "I finally got around to doing a full video of Love on the Brain - @rihanna link to the full� https://t.co/UDDgD8BQiY\n."]
[817, "Taylor Swift a glorified thot , no wonder these white hoes love the air she breath.\n."]
[818, "@badg4lrihanna: 3 years ago today Rihanna surprised us with Pinkanna ?? https://t.co/cewMgcz6yN\n."]
[819, "if we talking legendary vocal tones, we talking rihanna, know that!!\n."]
[820, "Lmao his face! He really couldn't believe Rihanna smacked him in the face with that money???? https://t.co/5OdGh3bfO1\n."]
[821, "Now playing FAMOUS by KANYE WEST/RIHANNA!\n."]
[822, "@MChefAnaLuiza é a Taylor Swift brasileira hahahaha *-* #MasterChefBR\n."]
[823, "RT @ilovesparklests: TAYLOR SWIFT CAN DATE WHOEVER SHE WANTS. TAYLOR SWIFT CAN DATE WHOEVER SHR WANTS. TAYLOR SWIFT CAN DATE WHOEVER SHE WA…\n."]
[824, "RT @bieberfollowBRA: Justin disse o nome da @PriAlcantara na live. SOCORRO! 😱 https://t.co/bwBToUul8a\n."]
[825, "@ItsAlmaMahone We're about to play LADY (IHM CLEANER) by AUSTIN MAHONE / PITBULL! Listen &amp; Vote 4 More: https://t.co/f5amqmpBgv\n."]
[826, "Taylor Swift’s British Boyfriends: From Love Harry Styles To Newbie Joe Alwyn — Pics https://t.co/gK9XeqJqUz via @HollywoodLife\n."]
[827, "@HeymanHustle WORKIN MORE THAN @RIHANNA\n."]
[828, "@TaylorSwiftMore: Taylor Swift hasn't released an album for nearly 3 years yet is still the highest selling a ist of the decade.\n."]
[829, "Now playing on #kissradyo : Boys Like Girls &amp; Taylor Swift - Two Is Better Than One https://t.co/rBnHP28ImV  24 Saat Hit Müzik\n."]
[830, "Lorde Channels Rihanna In 'ELLE' In Identical Gucci Top - Hollywood Life https://t.co/MVcbcbUdcl\n."]
[831, "RT @admiringadkins: I love Adele so much❤\n."]
[832, "@Libbysheets: Idc how talented Chris Brown is he beat Rihanna up\n."]
[833, "🐶A Pitbull puppy is a blessing🐶 See More at 🐶https://t.co/UitNicYfvD🐶 #pitbull #pitbullsofinstagram #pitbulls #pit…… https://t.co/SwzaQw0NDk\n."]
[834, "RT @JDBVoteSpree: Thank you Justin and Team Bieber for putting another phenomenal show to South Africa'n Beliebers #JustinBBMAs\n."]
[835, "#porn #teen #bath #oralsex #boob #sexy #supergirl leaked nude rihanna pictures https://t.co/yWCKYuxZDN\n."]
[836, "VIVA RIHANNA haha\n."]
[837, "RT @MSDInvents: For more than a century, MSD has been inventing for many of the world's most challenging diseases: https://t.co/EZaUP2u9bc…\n."]
[838, "RT @drugproblem: not get ignored by Justin Bieber on his Instagram live  https://t.co/XS38BXaWDe\n."]
[839, "He wears his hea  on his chest. So cute! #dogs #puppies #doglovers #pitbull https://t.co/ReqJwLh3sA\n."]
[840, "I vote @BTS_twt for Top Social Artist Award #BTSBBMAs\n."]
[841, "RT @luizaperseguida: Alguém me ensina a parar de ouvir love on the brain repetidamente sem parar várias vezes\n."]
[842, "#chris brown having sex with rihanna funny sayings about sex https://t.co/xV9zUR1bLy\n."]
[843, "Eu quero uma mulher,  sexy e espe a igual a senhora Smith, com o hype d� Rihanna, n�o o d� Gisele bundchen...??\n."]
[844, "#Rihanna est� nominada en la categor�a "Best Female R&amp;B / pop a ist" en los premios de Bet Awards 2017.\n."]
[845, "Taylor Swift Is Dating a New Man: Everything We Know https://t.co/u9jsdcxRYB\n."]
[846, "RT @FreddyAmazin: Rihanna always puts so much emotion into Love On The Brain.. i wonder who is on her mind when she's singing it https://t.…\n."]
[847, "I liked a @YouTube video https://t.co/LwhULDY3zh Calvin Harris - This Is What You Came For (Official Video) ft. Rihanna\n."]
[848, "Rihanna's "We Found Love" is iconic but it reminds me of a guy from high school that I now want to murder so I try not to listen to it.\n."]
[849, "#NowPlaying Zayn &amp; Taylor Swift - I Don't Wanna Live Forever on @Kairifmstlucia\n."]
[850, "@kelly_clarkson What's your favorite Britney Spears song?\n."]
[851, "I liked a @YouTube video https://t.co/JDmJ66HMr1 SHOWstudio: City Monster Ball - Lady Gaga, Nick Knight and Ruth Hogben\n."]
[852, "Há vtnc acha que bts é melhor que Justin Bieber hahaha e fica discutindo ainda (minha opinião ok)👌\n."]
[853, "🐶Pitbull puppies are adorable🐶 See More at 🐶https://t.co/UitNicYfvD🐶 #pitbull #pitbullsofinstagram #pitbulls #pitb…… https://t.co/XfXvNpa6BM\n."]
[854, "RT @raycoletv: While he may not have convinced @KELLYROWLAND he'd be the perfect guy for her BFF #Rihanna, @JoelEmbiid sold me!\n."]
[855, "@STINGLIKEA_BEY: these past Taylor Swift-free months have been astounding.\n."]
[856, "RT @PopCrave: Selena Gomez shares a new gif from the #BadLiar video. The song will be released tonight! https://t.co/a0VtrSSHQL\n."]
[857, "Amazing as always girrlll!!!!! @rihanna @rihanna https://t.co/GBav5QYq08\n."]
[858, "RT @JBiieberProjeto: "Eu amo muito vocês." - Justin Bieber durante a sua live no Instagram minutos atrás.\n."]
[859, "RT @Adele: Nearly 30! Thanks for the well wishes. See you soon x https://t.co/j15vjkMcye\n."]
[860, "Justin Bieber drops new ‘Purpose the Stadium Tour’ look book - https://t.co/w5Q840DKVQ https://t.co/8yEdT0v8tY\n."]
[861, "Former radio host in Taylor Swift lawsuit wants singer’s expe  excluded from trial https://t.co/XCsmuLbOpJ https://t.co/qN8woWTE8z\n."]
[862, "RT @zypractice: sexo é bom mas vcs já viram a rihanna cantando love on the brain ao vivo?\n."]
[863, "RT @clxbparadise: Fresh cut and I'm walking around with a Kanye West ego\n."]
[864, "#NowPlaying Tiimmy Turner (Remix Clean) by Desiigner ft Kanye West https://t.co/vqavEson01\n."]
[865, "RT @terqnvsty: WHITE GAYS... STOP TELLING MY GOOD SIS TO COLLABORATE WITH LADY GAGA, 5TH HARMONY, TAYLOR SWIFT, DAYA, AND THOSE OTHER WHITE…\n."]
[866, "I'm vote for @BTS_twt for Top Social A ist at…\n."]
[867, "RT @LadyGagaMedia: Lady Gaga learnt to play the piano by ear at age 4 and started composing original ballads when she was 13. https://t.co/…\n."]
[868, "Would love to see Bruno mars in conce  tbh\n."]
[869, "Kygo - Wildest Dreams (Taylor Swift cover in the Live Lounge) https://t.co/qIukes6CZL\n."]
[870, "RT @GabizCunha: Acho que "Love on the brain" é uma das melhores músicas da Rihanna! O jeito que ela brinca com a voz é incrível, ela é foda!\n."]
[871, "RT @BieberNovidade: Fotos do Justin Bieber durante a live agora pouco no Instagram.\n."]
[872, "❤ @halecharming #NowPlaying Forgiveness And Love de Miley Cyrus ♫ https://t.co/23OkMVDZ1J\n."]
[873, "Everybody meet Adele! She's super new to this big world.\n."]
[874, "Miley Cyrus - Silent Night (A Very Murray Christmas)\n."]
[875, "Miley Cyrus just happened to shoot her latest music video at my favorite place on earth, Mount Hermon @MileyCyrus… https://t.co/LdWMrfwzoo\n."]
[876, "RT @HarIemagne: gaga has a better discography than Rihanna? https://t.co/H1P1UTLCI9\n."]
[877, "RT @bieberstmybae: I am voting for Justin Bieber for TOP SOCIAL ARTIST at the #BBMAs. RT to vote! #JustinBBMAs\n."]
[878, "#PitBull #AdoptDontShop #Bully #Sweet #Maine #TheWayLifeShouldBe https://t.co/r9MF6HJSmk\n."]
[879, "Buy the new album #Purpose by Justin Bieber on iTunes, it's fire! #JustinBieber 00:03:46S\n."]
[880, "Justin  BieBeR's new album #Purpose is on iTunes so get it now or stream it on Spotify 01:03:45d\n."]
[881, "I'm glad Miley Cyrus crawled back into her mayonnaise jar and stopped appropriating black culture ☺\n."]
[882, "I Vote for @justinbieber as Top Male Artist at the #BBMAs #JustinBBMAs\n."]
[883, "#Hear Justin Bieber Life Is Worth Living ON HITS NOW https://t.co/G2ugI1qDKp #Hits #Pop #Rock #RnB\n."]
[884, "@FabulousKpopHQ: Who do you think should win the Billboard Music Awards 2017? #BBMAs\n."]
[885, "Day 12: Song that you love from 2011:\n."]
[886, "#Shoes #Line: New #Adidas Ultra#Boost Men's Running Shoes Oreo Zebra #Yeezy Kanye West S80636… https://t.co/wDno5JN0ZB\n."]
[887, "Kehlani liked Taeyeon's photo\n."]
[888, "I liked a @YouTube video https://t.co/EcqUMrjse1 Miley Cyrus - Malibu (Official Video)\n."]
[889, "RT @TheSongMsgs: "He's more than a man and this is more than love." - Rihanna\n."]
[890, "Taylor Swift Isn't Alone: Selena Gomez, Ed Sheeran and More Stars Who To.. Related A icles: https://t.co/jvIzAj3pQo\n."]
[891, "porno hot moms #miley cyrus porn toons https://t.co/5y7hujGpLG\n."]
[892, "RT @GQMagazine: Justin Bieber's new tour merch has us excited about merch again https://t.co/03pnr8faph https://t.co/mI6hMYQUGc\n."]
[893, "#8119 #Cheap #Shopping #hot Pit Bull (pitbull) Terrier Dog Guide https://t.co/N4ERSJYr87 https://t.co/WDyjPLkG5B\n."]
[894, "All I want is to see Britney Spears live!!!!!!\n."]
[895, "RT @ChadDMBVOLS: Doby didn't like the ice cream truck too much. https://t.co/ZYvy3PwXnW\n."]
[896, "RT @patrickfweston: Never thought I'd enjoy listening to Miley Cyrus and Harry Styles, but Donald Trump is President so 2017 shows anything…\n."]
[897, "Looking like a black Selena Gomez  😍😍. You fine sis💯 https://t.co/lXdjgV2IcY\n."]
[898, "@LifeWithSelG: Are you ready for the next era in Selena Gomez’s career? #SGBadLiar #BadLiar #SG2. https://t.co/eMIwMHl1BU\n."]
[899, "Lol niggas know karrueche looks better than rihanna\n."]
[900, "RT @zypractice: sexo é bom mas vcs já viram a rihanna cantando love on the brain ao vivo?\n."]
[901, "RT @BieberNovidade: "Eu acho que nunca estive tão entediado igual estou..." - Justin Bieber durante a live.\n."]
[902, "Le dije a madre que quiero ver a Bruno Mars y a One ok Rock. Si le digo a papá que quiero ir a ver una banda de japoneses seguro me deja\n."]
[903, "I know that you are a very busy person and do not have time to respond to the fans but wanted your follow @rihanna\n."]
[904, "Britney Spears Live in Manila!! Mark your calendars! June 15, 2017! Thanks to @WilbrosLive  #BritneySpearsMNL https://t.co/CZsjEa4zoG\n."]
[905, "RT @Smiler4You: New photos of Miley Cyrus on Today Show this morning! https://t.co/UlgQ9pSryD\n."]
[906, "RT @Terr: important news from @youngsinick: miley cyrus wants to be white again https://t.co/vsfIbTm6CZ\n."]
[907, "RT @kahrend_: Miley Cyrus was really Hannah Montana conspiracy thread: https://t.co/frTbMa68vg\n."]
[908, "@BeautVoices: Bruno Mars never fails to amaze me https://t.co/pXWUK3IMu7\n."]
[909, "RT @drewisgooden: Okay so hear me out but I have a conspiracy theory that Justin Bieber died a few years ago and has been replaced by a loo…\n."]
[910, "RT @BieberVotesJDB: Justin Bieber batendo nas portas dos quartos e dps sai correndo durante a live de hoje!\n."]
[911, "@blessedswifty: In a recent controversial study, it has been proved that Taylor Swift haters on average have a lower IQ level than the r…\n."]
[912, "it's nice to see Miley Cyrus dress rationally again\n."]
[913, "RT @haus_xo: From defining a generation to redefining one's own career. The Lady in the Gaga. https://t.co/gxdFg9U2oq\n."]
[914, "@padillaaashley: "Gimme more" by Britney Spears and "lollipop" by lil Wayne were on mine when I first made the account https://t.co/qVDb…\n."]
[915, "🐶The best cool pics for Pitbull lovers🐶 See More at 🐶https://t.co/UitNidfQUd🐶 #pitbull #pitbullsofinstagram #pitbu…… https://t.co/VGZIiGrJZv\n."]
[916, "I am voting for Justin Bieber for TOP SOCIAL ARTIST at the #BBMAs. RT to vote! #JustinBBMAs https://t.co/s2RgruPmnk\n."]
[917, "RT @leaffm: Justin Bieber was on Instagram Live last night and he did an acoustic cover of "Sing Of Your Love Forever" by Hillsong.\n."]
[918, "I Vote for @justinbieber for Top Social Artist…\n."]
[919, "RT @badg4lrihanna: I just love these Rihanna inspired graduation hats 🎓 https://t.co/xAfmv2UvsA\n."]
[920, "@staruins: 1: Selena Gomez is the most talented ex act (NOT VOCALS) she can dance, act, produce, write songs, model and so much more\n."]
[921, "@spoon_da_ish: who else thinks that harry style's new song, sign of the times, sounds like adele.....?...\n."]
[922, "Jay-Z &amp; Kanye West Ft. Frank Ocean - No Church In The Wild (Intro) Club) -Listen NOW https://t.co/FHdIUGbsq5\n."]
[923, "@luxcharles_: Kanye West next album will be legendary!!!\n."]
[924, ""And you can live through anything if Magic made it…\n."]
[925, "#Top Fearless by Taylor Swift (#CD, Nov-2008, Big Machine Records) https://t.co/Y9dUwY7pod #Celebrity #Love https://t.co/Ldef2phINH\n."]
[926, "Justin Bieber dizendo o nome da @PriAlcantara "Priscilla Alcantara" durante a live. #JustinBBMAs https://t.…\n."]
[927, "RT @BBMAsCulture: Update | BTS is viciously approaching the 100M votes mark while Justin Bieber trails in 2nd place, more than 80M votes be…\n."]
[928, "RT @breatheheavycom: Chic's @NileRodgers says the band's new album will feature @ladygaga, Daft Punk, @Avicii &amp; @Pharrell: https://t.co/61d…\n."]
[929, "I liked a @YouTube video https://t.co/KwDGG00Fu2 Uptown Funk mashup - Michael Jackson vs Bruno Mars\n."]
[930, "@Rihanna https://t.co/YzmEFdsTZ6 me and ri ri are Pregnant WHOA lucky for you\n."]
[931, "#free miley cyrus sex videos boobsteen picture https://t.co/vruaxfyjjo\n."]
